,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,7.763142114013605e-06,0.02022718955099563,0.00045791341938316205,-0.03976685290502633,0.03993145837482373,1714.5951799070128,1.0014486867380457
r_star,0.6098500772156821,0.010148022011868832,0.00026594220608293796,0.5900024856072429,0.6291170730172306,1602.0680980455263,1.0005391774062793
m_star,0.6296770565659334,0.009585845610406022,0.00023463556326607584,0.6096568934452297,0.6470635059250861,1745.661320309052,0.9997085819473137
t0__0,2775.6218321644806,0.01377366508246897,0.0003116078963296916,2775.5954348487417,2775.650350147496,1875.345432526964,0.9995844624369465
logr__0,-1.6195710678999007,0.9726988509910652,0.02173149101409805,-3.49445494148587,0.216424632440838,1673.8605408885621,0.9998024839912107
logP__0,3.4907651086331426,0.008324682467248474,0.00026759745993201083,3.477169485872326,3.5061313087455623,951.4442604181829,1.0056618303109237
logs2,-2.252344163126019,0.09035832957024778,0.0019614226875058934,-2.425116889386958,-2.075688932447432,2060.382707319822,0.9995996118334054
u__0,0.6782689683229849,0.4851406851501143,0.012068681012001134,0.0004670022051513778,1.589514032646477,1583.2431451410869,0.9995475723240697
u__1,-0.012852317013642419,0.41156091933227146,0.010288623532747562,-0.8330932518390689,0.7320004853356445,1420.136134199428,0.9998260578850989
b__0,0.5037571018017847,0.2889595163169366,0.006336355348360197,0.04926973533619202,0.9962199999823442,2193.4525829929144,0.9998702224058694
r_pl__0,0.31153575072038175,0.3390688862138329,0.008137921726105642,0.0046751883810144165,0.9584513871299178,1612.7496002763687,0.9997065343852973
rprs__0,0.5113140220267649,0.5576214152622914,0.013462364169795269,0.007732166749217312,1.5639692083164891,1602.597580641009,0.9997211871917006
period__0,32.81218111978892,0.2739028425520667,0.008808753136529204,32.36797428191665,33.31911674671832,950.8957105498315,1.0056943162405252
