,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,0.00588990115022791,0.004168102001943413,5.73966299938436e-05,-0.001971918845925032,0.014269673798630438,4605.053057649553,0.9997475755728017
r_star,0.6488528574816955,0.01005404553015262,0.00014166652300116398,0.6291828597087713,0.6683718364483512,4523.927677087697,0.9995092603300362
m_star,0.6904351429753747,0.010042521629235465,0.0001508260355060623,0.6712962737690646,0.7104533798165972,5498.17723513444,0.9997395317195324
t0__0,2390.804159651011,0.0014645481953196432,4.060411681707277e-05,2390.8013987194768,2390.807306737343,1298.5067305270156,1.0022299536487016
logr__0,-4.02232617161516,0.03673172368259975,0.0008561708601534108,-4.093764304921428,-3.9500674702065677,1603.8926552209236,1.0005560158038316
logP__0,1.9994555031862078,4.7551999103738685e-05,2.01947107036211e-06,1.9993619296866987,1.9995379910302764,431.5435843524639,1.0065673484341584
logs2,-2.970112658441765,0.026731018556274865,0.00033851518985542257,-3.0224039103543996,-2.917560766519923,4914.278243510602,0.9996896224155191
u__0,0.4488224547712833,0.3001989000677806,0.006287089574069968,7.465447062716515e-05,1.004400300402022,2530.7450747865396,1.000532685267583
u__1,0.031309334203452645,0.2984695712809868,0.004912008695686746,-0.5222135262206031,0.6186220263165577,3917.800927440727,0.9998745763345402
b__0,0.5319126104702093,0.05407677904755212,0.0017039784210716408,0.41728569896405554,0.6197931071022421,977.5028278873915,1.0017014278068415
r_pl__0,0.017923272067978543,0.0006532472128288535,1.4824507331155517e-05,0.016676340428041784,0.01925340270050566,1693.1879280928752,1.000477471546898
rprs__0,0.027621541170372063,0.0008661606164555772,2.113293580019717e-05,0.02596288425261102,0.029341764879886902,1534.6609090988854,1.0007742029396778
period__0,7.3850338849204125,0.00035117721505226304,1.4915003994897117e-05,7.3843428654377,7.385643077219186,431.48561636345306,1.0065679956038098
