,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,0.025429876397259063,0.0419085502446406,0.0005658819847384647,-0.05439135802014162,0.10944719586018958,5546.211414544345,0.9996285261761773
r_star,0.27219425850744355,0.004038339715242283,5.950750972809661e-05,0.2642645973225775,0.27993356656836127,4648.515626587652,0.9999980366119788
m_star,0.5897446807817146,0.00977359452662042,0.00015903750260922616,0.5705976399884255,0.6094600046544413,4789.261436962987,0.9996674172598057
t0__0,2755.434215726724,0.01021389875770482,0.00013041601043636226,2755.4140896964354,2755.454259400618,6210.953784649267,0.9995956508933631
logr__0,-2.46858391862942,0.05152746303901039,0.0008375450682546733,-2.569195679122588,-2.368944422963564,4096.126195364413,0.9995522068053986
logP__0,2.014835209495738,0.0013616382062252093,1.7406090573885017e-05,2.012107564070449,2.017437352586232,6215.267384452304,0.9995944027361952
logs2,-0.7633799379546425,0.11605506689319203,0.0016103394494140495,-0.9766484489258205,-0.5264628299368589,5776.994501241239,0.9998830457798916
u__0,1.9763676419392968,0.01962619372745869,0.000280003615797926,1.938579122536131,1.9995025448327477,4396.131453527998,0.9996631187093705
u__1,-0.979489392433792,0.01863959907191258,0.00026137435805292144,-0.999854269754576,-0.9430451733739867,4396.207654655171,0.9997532492010051
b__0,0.7723119273200767,0.02521149114613151,0.00041211719154997026,0.7245550224940613,0.822903930051469,4017.535649956885,0.999524393442576
r_pl__0,0.08481746940895848,0.004385986702578918,7.172175374909992e-05,0.07659712932424839,0.09357945448451346,4015.2697654817857,0.9995527852152923
rprs__0,0.31160672235119646,0.01546043465123563,0.0002535755588962295,0.2811798021016133,0.34168867756553034,3864.6078116436565,0.9995089828273402
period__0,7.499498386456093,0.010211189680760525,0.00013056149236388953,7.479063353837139,7.5190315963355685,6213.790052099209,0.9995943184198429
