,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,0.00035137629310936114,0.0015562882016336565,2.0762918252230067e-05,-0.0026934917185467244,0.003323750243327741,5486.617197212901,0.9999739696550698
r_star,0.809952199046404,0.010060007577720999,0.00014166163154648445,0.7900025553900774,0.8296432743635259,4972.518461549458,0.9998380256349417
m_star,0.9000434448167685,0.010128325293728035,0.00014635012789397455,0.8802265926842806,0.9202502759831537,4560.6240620889985,0.9997386780400295
t0__0,2387.443693782624,0.0017392911034978381,5.445845925014202e-05,2387.4409114616656,2387.4470595183543,1119.5675929534302,1.0000207211492724
logr__0,-4.203173764282367,0.04217763839524208,0.0006790920562047729,-4.282840877315136,-4.116861196452353,3519.816708908252,1.0001839877153917
logP__0,1.4262582187839656,4.581399415695928e-05,1.524184453270596e-06,1.426154124995452,1.4263245895452852,974.7587506398437,1.0007472839601579
logs2,-5.774407351721382,0.06242191665674116,0.0009690456249343892,-5.896013140790001,-5.64929746911328,4597.4309624454145,1.0004255756740374
u__0,0.659825545048213,0.4137904481357633,0.0084526703319122,0.0002059238390840786,1.3662275900168002,2022.735339795106,0.9998093024363961
u__1,0.06519304126998504,0.42221702817016094,0.008076910798886444,-0.6552372882362673,0.8413090655485539,2239.9055548593587,0.9999621964991868
b__0,0.7797437098643234,0.019356634149830517,0.000688936127543249,0.7436598671801196,0.8160020621299301,714.6226913879275,1.0014521658409736
r_pl__0,0.014961417891310239,0.0006353579874304626,1.0261452407802891e-05,0.013766159258454522,0.01625578850597975,3463.2275906151876,1.0001786643573234
rprs__0,0.018471169782077156,0.0007294504176081824,1.2157195432141182e-05,0.017055021642828443,0.01988555478085488,3197.727741654079,1.0000314334456015
period__0,4.163092634527094,0.00019072484888965087,6.345149703834286e-06,4.162659300628176,4.16336894695502,974.781555251606,1.0007471961586976
