,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,0.0006812427838755734,0.006302935150818569,0.0002059177039625308,-0.012077411080695164,0.012407936573160434,648.2643210665807,1.003409205853321
r_star,0.7392764381383891,0.02028374303100046,0.0005377393950445612,0.7013106599657201,0.7792201194111967,1356.1961331901139,1.0029590784997073
m_star,0.6614289739005578,0.047679678306684486,0.0012953515499677802,0.5693932901819074,0.7566943489950292,955.0240661835277,1.0010853305852503
t0__0,2150.4228485734575,0.0003073526662764611,9.388663815415336e-06,2150.4222188905774,2150.423406149235,750.286372221054,1.0022453989947884
logr__0,-3.301155130293322,0.03150139598156258,0.0013429017639683895,-3.3664539543752228,-3.2406793147840744,273.1396571530567,1.0147707968746158
logP__0,1.0470736757248127,1.0133014633258348e-05,2.5375384415328223e-07,1.0470522973424488,1.0470921296899767,1586.4155260958644,1.0002181309761486
logs2,-2.389403403073153,0.0298634579254311,0.0009089816100941424,-2.4485911755674565,-2.3324607138844144,742.8990017033398,1.0012337980728403
u__0,1.4894547477155684,0.10300032742998605,0.0024382728107039567,1.2963764502977617,1.7033133145849546,1686.2715748944252,0.9999331876826059
u__1,-0.5688446478377353,0.12161551289566654,0.004282761201029294,-0.7945008335235735,-0.3412211684584096,605.2339841958341,1.0039092883832939
b__0,0.13214920637528071,0.08677667211506263,0.0043246813432766896,4.079048483731431e-05,0.2963323053398919,159.60124752006547,1.0223481300686696
r_pl__0,0.03685889317482956,0.001163504400621062,5.0458066272227456e-05,0.034511801037516956,0.03913729952045199,263.00480467814725,1.015300694544849
rprs__0,0.049859975557644376,0.000887917809150533,4.4347608883228655e-05,0.04809329636683039,0.05157085704354197,163.42613259136493,1.017225655869203
period__0,2.849300928013592,2.8871999910064343e-05,7.230193230877107e-07,2.8492400150737165,2.849353509252542,1586.4239035130606,1.0002181321716463
