,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,-0.001833140642141721,0.0029596879235549386,4.436807571258234e-05,-0.007381122408166626,0.004181755076575594,4684.339493322889,0.9996533036610112
r_star,0.7710567575197964,0.00963861632677631,0.0001516647666915411,0.7529773040991352,0.7911383216093013,4483.573395884712,1.0004226172186197
m_star,0.8495828766311457,0.020329860739507023,0.00030423561272649907,0.8108450179684457,0.8903649802688669,4606.849305627906,0.9998928255257918
t0__0,2309.414661481372,0.002217223437723221,3.480096574267809e-05,2309.410784149505,2309.4193794964517,3632.9661006233114,1.000570232105871
t0__1,2309.9767526568116,0.0008844373180378372,1.3554908660990304e-05,2309.9750062303847,2309.978477932841,4210.241418688455,0.9995211601469616
logr__0,-4.500987484261829,0.04716324051231244,0.0011159554067575275,-4.582655726831599,-4.402426592510173,2078.6439599219457,1.0023416444822795
logr__1,-3.484369065095249,0.036119165981170064,0.0006788337514589288,-3.552963436221481,-3.4119442514879372,3371.4739942101396,1.0009747481235787
logP__0,0.43388179031455365,4.742951250611538e-05,7.451121200969501e-07,0.43379086894904667,0.43397851079161065,3428.8835881596706,1.0006185469703992
logP__1,1.4815908961250404,2.2334845363033606e-05,3.2911535237630354e-07,1.4815474969764015,1.481636102750285,4554.912067680206,0.9999115636505316
logs2,-4.3602392060153505,0.05427086197168979,0.0008210032776901646,-4.468950109422396,-4.258636397350762,4950.667373529023,1.0004458499999385
u__0,1.6518841229543968,0.16366984234084292,0.003212511838020868,1.3304928663457058,1.9421017941189407,2373.4910719104546,1.0002185193469448
u__1,-0.7047005259408277,0.16405382169134844,0.0031049104452067515,-0.9653874980258965,-0.38948982254093184,2229.444751981813,0.9999520303967079
b__0,0.20737211892135046,0.11567089788176278,0.0033076084290509407,0.00017655033931316294,0.3970890522714081,1233.424664557575,1.0021983287557967
b__1,0.6819704168806201,0.02886916698830078,0.0005842154836421626,0.6258272691089244,0.7369124077773261,2779.254900619764,1.0007806147861582
r_pl__0,0.011110436239854892,0.0005277070294998333,1.2562585938287347e-05,0.010227698224464508,0.012247583919439455,2053.7321884201474,1.002360777115196
r_pl__1,0.030693115851427165,0.001108661915619984,2.0886856338667816e-05,0.028581640414089133,0.03291366757690455,3361.6821824983963,1.0010112677840142
rprs__0,0.01440862296261537,0.0006425910981838011,1.5877378556027895e-05,0.013193005235632473,0.015703406938504496,1876.5388734071196,1.0028254291730607
rprs__1,0.03980181224628575,0.0012000611642533966,2.3693655467280027e-05,0.03741620631158022,0.04210122221985425,3007.364976855457,1.0010168489412492
period__0,1.5432364335764506,7.319483615079455e-05,1.1498749705499919e-06,1.5430961250555106,1.5433857016231602,3428.878702580366,1.0006184934308462
period__1,4.399939964390666,9.827197645006568e-05,1.448087408516142e-06,4.399749013788309,4.400138874226256,4554.9093106022165,0.9999115630741402
