,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,-0.003103994426269005,0.002039760910303198,3.051024097462789e-05,-0.007105246855711323,0.000620476674389068,4951.352968311633,1.0001527399767591
r_star,1.0510224794412757,0.08563783212102226,0.0015989212984913134,0.8856844246493378,1.219386290201131,3085.3056359259667,1.0004151863437645
m_star,0.9993348843394103,0.03002490253981894,0.00042079684388351214,0.9381086096271105,1.0549220183664887,5550.7427094633085,1.0000561501966436
t0__0,2561.332187963744,0.0015716475274153898,2.2899345637790597e-05,2561.3291213442903,2561.3351802798056,4503.908890765597,0.9997782618261853
logr__0,-3.6155651693907114,0.12407924251788272,0.00245461416660788,-3.8657050195640705,-3.372430947490038,2803.0087951304045,1.0002473967629086
logP__0,2.112544685579835,4.779056014797973e-05,7.497829408982319e-07,2.112451300469144,2.1126346969995504,3565.56266624458,0.999872168601058
logs2,-5.199199206194069,0.05845310608490509,0.0008637274079999549,-5.312914802510731,-5.082266082379998,5236.377815843556,0.9996531992289381
u__0,0.7229257058003171,0.4328070135657514,0.009840314099253865,1.5978721417615874e-05,1.4616053766429726,1804.0401988017934,1.0000245015447426
u__1,-0.01519163707839182,0.4088540840230649,0.008906380535017588,-0.7285616555000946,0.7691907286204325,2410.3649074454647,1.0000022860076814
b__0,0.8562546233088104,0.03325822982207454,0.0008041977502912807,0.7884636871840299,0.9096904897520133,1785.6377148496224,1.0010435295083637
r_pl__0,0.027109626500602595,0.003378394826809619,6.662264838023779e-05,0.02056923077351604,0.03389758221769084,2818.068653445047,1.0002095922604848
rprs__0,0.025732130762081112,0.0016316446547552184,3.3554068583057525e-05,0.022854146936270293,0.028989162361953532,2473.2646770109823,0.9998074217454873
period__0,8.269257202825273,0.00039519157514630496,6.20008200657791e-06,8.268485003939775,8.270001554462016,3565.6133276514897,0.9998721313260044
