,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,-0.002670779522033846,0.001704439372940532,3.368399364204249e-05,-0.006008523477059996,0.0005921890028962505,2715.8810153243185,1.0004151289278567
r_star,0.9884404601626965,0.019944540372221025,0.00039300501737170123,0.9495458096040434,1.0265831774472078,2587.0924373089883,0.9995143573014565
m_star,0.9451391425235444,0.03961259725586615,0.0006805711894749412,0.8692814936210047,1.0229428155397677,3031.7817662156745,0.99977300608105
t0__0,2392.0409346955653,0.0018273081054133076,4.4792453506490554e-05,2392.0372877774957,2392.0440712501572,1682.2591800106632,1.00145893095266
t0__1,2410.0129434985474,0.002045329719165078,2.948214642856921e-05,2410.008819645071,2410.0168196030577,4199.66777741314,0.9996665487076323
logr__0,-3.57639342739026,0.02503020602204573,0.0006219491420500795,-3.6281002138823975,-3.5294675919792087,1998.9956383213384,1.0012205042719617
logr__1,-3.8169423379672,0.0326861745959475,0.0005848146797519224,-3.882653083089557,-3.7554549426810726,3970.1959242111025,0.9995270765845313
logP__0,2.763431631374873,2.603064879951385e-05,5.849002162719122e-07,2.7633800911943265,2.763474813634565,1778.664175625173,1.0007936272247606
logP__1,3.3882604383293042,0.0001828438431394002,1.4306901280943273e-05,3.387780237984988,3.388533363103543,48.6854736230397,1.0319444898016612
logs2,-5.52247077663661,0.058230308760731056,0.0010686114352886768,-5.63282371221527,-5.4057456723304025,3471.4126073425127,1.0001549142438042
u__0,0.12672505104805323,0.09801109578268295,0.0031170403416110846,0.00012332371563807896,0.3135980581654497,611.3434237257756,1.0009325333345132
u__1,0.06172281810601103,0.13193083204380276,0.00331913256721637,-0.14717410031909028,0.33621177247999656,1651.7892223042238,1.0019403723229332
b__0,0.3969229666203012,0.08153969449216192,0.0022971537294758067,0.22061673511327806,0.5252075421026638,1159.4694226575705,1.0025544404575082
b__1,0.5576023837824045,0.036412352207334325,0.0008054393614217809,0.48694537114165265,0.6260870016963799,2420.5796770012707,1.000675662754729
r_pl__0,0.027985167717440643,0.0006990290429361398,1.731936879803185e-05,0.026497678725624387,0.02925128318175921,2014.3757450032888,1.0012289592997314
r_pl__1,0.02200668371326048,0.0007176440442614598,1.282941229651293e-05,0.020596109441434852,0.023389807166734295,3975.991222594162,0.9995241258885584
rprs__0,0.02831198523571453,0.0003846436671314232,1.2123125445992011e-05,0.027533875179800105,0.02902759793840299,479.42008772820253,1.0046996391575809
rprs__1,0.022263863160512726,0.0005635198398017357,9.233347325953786e-06,0.02115815098123304,0.02334695506502232,5165.252832353758,0.9995548104949116
period__0,15.854155327134515,0.00041268854157239867,9.272862976810521e-06,15.853338216792588,15.85483995479743,1778.7012038686287,1.0007935592816848
period__1,29.614391871511966,0.005413584610437272,0.00042356133622562994,29.60017394949833,29.622474980692587,48.69267039227729,1.0319406084866498
