,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,-0.0014588608009624626,0.004139632150958411,5.900611484462872e-05,-0.008983428954165235,0.007161031973438276,4294.449046504829,0.999746169307873
r_star,1.5861257841047107,0.15767871914814874,0.0042893739479725745,1.2804254515015303,1.8843601326816357,1341.122794124227,0.9999880308832446
m_star,1.0998782703834795,0.05063563595110994,0.0006873519348772296,1.0044020043259472,1.2009399966339098,5020.82152226098,0.9996860131823255
t0__0,2562.0068059474024,0.003017128737771895,5.2268162397294934e-05,2562.0006519197354,2562.012284254774,3747.6809289908533,0.9995962403139242
logr__0,-3.356714114149496,0.14161251331956262,0.004270106552766735,-3.5972969391174976,-3.0833204208039415,1056.4188417385394,1.0003861053983856
logP__0,2.64432969365573,0.00012705357202461224,2.5284828119821136e-06,2.644094630251325,2.6445907609751957,2529.7652978619826,1.0017060606770274
logs2,-2.9226459230077624,0.025411581977355255,0.00039497552037527346,-2.970990863638592,-2.871568788677363,4708.206623528315,0.9997541465960016
u__0,1.0118442172505795,0.43314253936401115,0.009707677339721887,0.18799930478702526,1.8013050257612186,2453.5706226714965,0.9997446371759909
u__1,-0.2262259717009246,0.39451758171090084,0.008439473464597608,-0.872502279904977,0.5682936311430818,2864.489352011025,0.9998299427434337
b__0,0.4355686491188219,0.19195405205300592,0.007296569820411078,0.0611597684684122,0.7525187238972171,538.3417441120613,1.0006356067975168
r_pl__0,0.0352097989382174,0.005199800682287369,0.00015468800886705986,0.027106383568198087,0.04541444651309054,1093.2579687186064,1.0005808923671995
rprs__0,0.02213204333748762,0.0015396126037099116,4.5712221351974285e-05,0.019177841865745934,0.025103340486427775,1047.2508114732552,1.0007286548420915
period__0,14.074008137346528,0.001788180552135161,3.558628225885183e-05,14.070700128307873,14.077682766955457,2529.6838465126057,1.0017059203152225
