,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,0.024150819982729353,0.20737932731132067,0.015633257361054295,-0.33805847610852585,0.36790733926269636,161.34704360839396,1.006987078951052
r_star,0.8391502192834367,0.058394283970887306,0.003959330077332085,0.7238778488598381,0.939652214555931,261.0382486855468,0.9918874324628298
m_star,0.8812622212445058,0.027890325992022794,0.0016472749341466324,0.8295863282178799,0.9315796681711582,321.36931787102236,0.99035601127377
t0__0,2234.14177823218,0.0029588550023326586,0.00023701738088918403,2234.134559165222,2234.146741934741,148.45831656180636,1.0150905313272784
logr__0,-3.4876236743236624,0.38967660019012224,0.043957475231493987,-4.318301523080229,-2.865827992064732,41.13360762751713,1.0338074972193187
logP__0,1.7696870771255326,0.00043180862468814116,3.0473032153359058e-05,1.7689183833892512,1.7705905009255485,247.81231553990028,1.0105974230069157
logs2,4.946224700851941,0.02654787166140715,0.0016923839831461676,4.8942977481510646,4.996032455289327,203.07705446355132,0.9913627984886503
u__0,0.5192495956462996,0.5446795520819668,0.06765196548162736,4.943817257938231e-14,1.5701755157243766,29.490596313653963,1.0501915435604372
u__1,0.18154216713277643,0.5044828137517879,0.05970392047258841,-0.7409206099331095,0.9514150862484154,35.90489980259402,1.049663168391003
b__0,0.3044851200430367,0.25603082031020835,0.034304820191568934,0.0007854861859088355,0.8295575880171528,13.070859990007055,1.2346696816010314
r_pl__0,0.032777904253934724,0.01148952470930313,0.0012866322585783545,0.011972004249049963,0.0529047307171599,43.64025924396556,1.0162381116838206
rprs__0,0.03915790745411378,0.013797217554866919,0.0014921567171584087,0.014253221828710042,0.06304198658150437,48.906921179208325,1.0203201148385346
period__0,5.8690170716746435,0.002534485039287031,0.00017885863398653485,5.864506781769361,5.8743211294856295,247.80751503039073,1.0105978555103627
