,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
mean,-0.0007206527620811898,0.0011488857982184244,1.623214294064029e-05,-0.0028917482241964123,0.001551978384559771,5428.43820588493,0.999962756434737
r_star,0.8828341035599566,0.032142220988424085,0.0007793659030457373,0.81971723866465,0.9439788605481492,2086.1273235829567,1.002405360712008
m_star,0.804815752460829,0.030715700655023617,0.0005312888101086315,0.7414791826331064,0.8637727522610752,3590.336131971139,1.0003210774190299
t0__0,2388.609598597162,0.0003084125519472054,4.402384133354778e-06,2388.6089860215307,2388.610207319844,4655.560999483042,1.0003371567303252
logr__0,-3.0789934591516106,0.04942055099921057,0.0012114925135877973,-3.181921844167187,-2.9912032223989025,2063.284391306961,1.0025009976538848
logP__0,2.835804113641915,1.4969088861279307e-05,3.0446029832682076e-07,2.8357738360511955,2.8358305112813005,2753.328113986161,1.0001350138934333
logs2,-5.9540358915281635,0.04009489987738453,0.000565729679929635,-6.035746360851995,-5.87903384594701,4887.671430200399,0.9996805359547458
u__0,0.32976845209656575,0.1657989758079393,0.004977181058055754,0.007208439516382781,0.6201123705792936,1127.8727663833092,0.9996687432767853
u__1,0.6170207943017431,0.18661275684701692,0.005775512504427733,0.2723450912092968,0.9660901310564125,1049.6642075690047,0.9997721465735723
b__0,0.749025982258871,0.026149113169151493,0.0006662509987826255,0.695903653880281,0.7958924863730209,1903.2597557627364,1.002002841322618
r_pl__0,0.04606149799971306,0.0022620052179564325,5.5704746198232206e-05,0.04148485148244453,0.050204448481222276,2035.2742504092982,1.0025325769552262
rprs__0,0.052152045092455884,0.000796698256357146,2.0781488318090075e-05,0.05056127654068691,0.05376467083006735,1671.6174093704146,1.0021933915742431
period__0,17.044100186908427,0.00025513408276445324,5.189227525238857e-06,17.04358413852165,17.04455011494772,2753.3451497697074,1.000135000703173
